pH,moisture,humidity,temperature,crop
6.01,0.84,0.72,0.25,rose
6.86,0.81,0.76,0.11,rose
6.1,0.9,0.67,0.18,rose
7.23,0.86,0.62,0.25,rose
6.94,0.82,0.62,0.2,rose
7.36,0.81,0.72,0.17,rose
6.3,0.84,0.64,0.15,rose
6.37,0.75,0.67,0.21,rose
6.69,0.75,0.61,0.19,rose
6.36,0.87,0.7,0.21,rose
6.27,0.86,0.74,0.27,rose
7.42,0.87,0.7,0.22,rose
6.06,0.81,0.8,0.26,rose
6.31,0.79,0.63,0.15,rose
6.69,0.82,0.69,0.2,rose
6.04,0.84,0.69,0.28,rose
6.28,0.86,0.63,0.21,rose
6.65,0.88,0.67,0.24,rose
6.85,0.89,0.69,0.13,rose
5.64,0.83,0.72,0.22,rose
6.51,0.77,0.66,0.26,rose
5.52,0.87,0.77,0.12,rose
6.43,0.85,0.66,0.27,rose
5.7,0.77,0.66,0.22,rose
7.3,0.78,0.78,0.26,rose
6.9,0.9,0.7,0.22,rose
6.12,0.85,0.63,0.28,rose
7.05,0.88,0.78,0.13,rose
6.51,0.77,0.65,0.28,rose
6.61,0.79,0.62,0.24,rose
7.08,0.84,0.72,0.16,rose
7.0,0.83,0.64,0.18,rose
6.82,0.78,0.78,0.17,rose
5.9,0.85,0.62,0.11,rose
6.14,0.79,0.68,0.24,rose
6.51,0.83,0.74,0.19,rose
6.96,0.81,0.69,0.12,rose
6.7,0.83,0.8,0.23,rose
6.86,0.88,0.65,0.14,rose
6.26,0.84,0.67,0.2,rose
6.82,0.78,0.71,0.24,rose
6.79,0.87,0.71,0.24,rose
6.45,0.77,0.68,0.25,rose
6.2,0.82,0.79,0.25,rose
7.22,0.76,0.69,0.28,rose
6.44,0.84,0.67,0.25,rose
5.79,0.88,0.65,0.26,rose
6.02,0.86,0.63,0.17,rose
7.28,0.76,0.75,0.17,rose
6.08,0.83,0.72,0.12,rose
5.57,0.79,0.68,0.14,rose
6.76,0.8,0.67,0.25,rose
5.85,0.83,0.6,0.28,rose
7.03,0.8,0.79,0.15,rose
5.88,0.76,0.69,0.11,rose
5.59,0.82,0.75,0.19,rose
6.93,0.82,0.76,0.2,rose
5.92,0.79,0.66,0.18,rose
6.85,0.77,0.65,0.24,rose
5.87,0.76,0.65,0.25,rose
6.15,0.8,0.72,0.16,rose
6.19,0.87,0.65,0.24,rose
6.37,0.8,0.69,0.28,rose
6.18,0.82,0.75,0.14,rose
6.67,0.79,0.67,0.17,rose
6.77,0.77,0.66,0.1,rose
5.86,0.86,0.8,0.2,rose
6.47,0.84,0.74,0.15,rose
6.0,0.77,0.76,0.11,rose
6.34,0.88,0.69,0.16,rose
7.42,0.77,0.71,0.17,rose
7.23,0.78,0.62,0.21,rose
7.15,0.84,0.73,0.21,rose
7.01,0.89,0.64,0.19,rose
5.5,0.84,0.61,0.17,rose
7.42,0.87,0.78,0.13,rose
7.32,0.77,0.76,0.11,rose
7.1,0.77,0.62,0.24,rose
5.8,0.86,0.79,0.18,rose
5.85,0.86,0.63,0.24,rose
7.12,0.81,0.63,0.16,rose
6.76,0.88,0.76,0.26,rose
6.1,0.83,0.71,0.17,rose
5.75,0.75,0.76,0.25,rose
6.19,0.89,0.77,0.23,rose
6.94,0.83,0.76,0.15,rose
6.83,0.76,0.76,0.12,rose
6.73,0.77,0.72,0.19,rose
7.16,0.76,0.65,0.2,rose
7.08,0.78,0.69,0.12,rose
6.7,0.88,0.74,0.23,rose
5.53,0.8,0.71,0.27,rose
6.24,0.83,0.71,0.19,rose
5.57,0.85,0.77,0.17,rose
6.9,0.86,0.61,0.1,rose
6.8,0.86,0.79,0.26,rose
6.06,0.75,0.61,0.25,rose
6.36,0.79,0.71,0.24,rose
5.6,0.87,0.62,0.26,rose
5.68,0.86,0.79,0.1,rose
6.2,0.83,0.6,0.25,rose
6.5,0.8,0.64,0.12,rose
6.55,0.78,0.6,0.21,rose
6.95,0.87,0.73,0.2,rose
6.86,0.75,0.62,0.25,rose
6.21,0.78,0.72,0.23,rose
5.78,0.83,0.63,0.24,rose
7.26,0.82,0.65,0.18,rose
6.6,0.89,0.74,0.13,rose
6.91,0.9,0.76,0.25,rose
6.27,0.86,0.68,0.13,rose
5.67,0.89,0.7,0.26,rose
6.71,0.8,0.7,0.16,rose
6.73,0.9,0.68,0.17,rose
6.66,0.76,0.8,0.17,rose
6.52,0.8,0.67,0.22,rose
6.21,0.78,0.63,0.25,rose
6.9,0.82,0.75,0.28,rose
6.47,0.8,0.8,0.22,rose
5.7,0.81,0.7,0.2,rose
7.2,0.77,0.65,0.19,rose
6.6,0.89,0.77,0.25,rose
5.59,0.86,0.75,0.14,rose
5.78,0.87,0.63,0.24,rose
5.97,0.85,0.63,0.19,rose
7.26,0.82,0.76,0.18,rose
6.73,0.76,0.61,0.16,rose
6.06,0.83,0.68,0.19,rose
7.49,0.82,0.66,0.25,rose
6.28,0.83,0.73,0.16,rose
6.71,0.78,0.71,0.24,rose
5.73,0.76,0.67,0.28,rose
6.13,0.78,0.74,0.13,rose
5.77,0.86,0.6,0.12,rose
6.38,0.76,0.76,0.27,rose
6.09,0.86,0.65,0.13,rose
5.8,0.84,0.64,0.12,rose
6.46,0.86,0.75,0.11,rose
6.46,0.87,0.71,0.15,rose
6.87,0.77,0.7,0.26,rose
6.65,0.87,0.64,0.12,rose
6.68,0.82,0.66,0.29,rose
5.69,0.8,0.67,0.19,rose
6.61,0.75,0.61,0.1,rose
6.17,0.8,0.67,0.12,rose
6.77,0.86,0.61,0.16,rose
6.17,0.89,0.7,0.27,rose
5.54,0.84,0.75,0.11,rose
6.35,0.77,0.73,0.29,rose
6.17,0.82,0.76,0.26,rose
5.93,0.79,0.61,0.15,rose
5.7,0.82,0.74,0.26,rose
6.76,0.88,0.7,0.21,rose
5.91,0.75,0.7,0.12,rose
6.84,0.86,0.72,0.23,rose
7.04,0.86,0.63,0.29,rose
7.26,0.87,0.78,0.21,rose
6.05,0.79,0.64,0.21,rose
6.77,0.75,0.73,0.14,rose
7.02,0.8,0.75,0.29,rose
6.52,0.85,0.74,0.14,rose
6.27,0.8,0.71,0.17,rose
6.07,0.79,0.6,0.3,rose
6.59,0.81,0.71,0.26,rose
6.11,0.89,0.67,0.25,rose
6.43,0.86,0.78,0.29,rose
6.47,0.79,0.75,0.16,rose
5.84,0.82,0.65,0.24,rose
5.51,0.87,0.63,0.23,rose
6.63,0.81,0.8,0.14,rose
6.59,0.82,0.68,0.2,rose
7.33,0.79,0.75,0.16,rose
5.77,0.83,0.64,0.27,rose
5.99,0.77,0.77,0.17,rose
5.5,0.87,0.7,0.16,rose
6.44,0.77,0.62,0.2,rose
6.95,0.89,0.75,0.18,rose
6.15,0.83,0.74,0.17,rose
5.64,0.89,0.73,0.1,rose
7.38,0.84,0.62,0.26,rose
6.97,0.8,0.6,0.16,rose
6.69,0.82,0.61,0.19,rose
7.26,0.87,0.67,0.27,rose
7.27,0.79,0.69,0.27,rose
6.85,0.8,0.76,0.16,rose
6.37,0.87,0.8,0.16,rose
5.96,0.78,0.72,0.27,rose
7.27,0.83,0.62,0.23,rose
5.95,0.89,0.66,0.11,rose
7.1,0.79,0.61,0.1,rose
6.55,0.8,0.73,0.25,rose
7.27,0.78,0.79,0.27,rose
5.74,0.79,0.69,0.18,rose
5.77,0.83,0.66,0.26,rose
5.97,0.77,0.77,0.28,rose
6.49,0.84,0.77,0.2,rose
6.06,0.84,0.73,0.23,rose
5.52,0.8,0.75,0.1,rose
5.54,0.83,0.73,0.16,rose
7.17,0.81,0.76,0.19,rose
6.34,0.79,0.75,0.14,rose
6.12,0.79,0.79,0.14,rose
7.49,0.76,0.73,0.24,rose
6.83,0.77,0.71,0.13,rose
5.57,0.75,0.63,0.25,rose
5.53,0.78,0.74,0.16,rose
6.51,0.85,0.69,0.11,rose
5.86,0.86,0.63,0.26,rose
7.19,0.82,0.61,0.18,rose
5.93,0.79,0.79,0.13,rose
6.87,0.85,0.68,0.22,rose
5.61,0.78,0.64,0.24,rose
7.04,0.81,0.74,0.25,rose
5.83,0.9,0.68,0.12,rose
7.41,0.87,0.76,0.15,rose
6.6,0.87,0.7,0.2,rose
5.93,0.77,0.75,0.14,rose
7.08,0.79,0.72,0.17,rose
6.94,0.78,0.63,0.21,rose
6.49,0.82,0.73,0.18,rose
6.4,0.85,0.62,0.2,rose
5.75,0.88,0.65,0.22,rose
7.02,0.78,0.65,0.16,rose
6.16,0.77,0.64,0.21,rose
6.98,0.83,0.76,0.16,rose
5.71,0.86,0.64,0.18,rose
6.79,0.84,0.75,0.13,rose
6.72,0.85,0.6,0.25,rose
6.03,0.86,0.61,0.15,rose
6.6,0.89,0.79,0.22,rose
7.1,0.87,0.66,0.15,rose
6.33,0.83,0.73,0.3,rose
5.66,0.8,0.61,0.12,rose
5.5,0.84,0.78,0.11,rose
5.74,0.87,0.75,0.13,rose
6.43,0.78,0.69,0.11,rose
7.07,0.8,0.69,0.16,rose
5.53,0.86,0.65,0.19,rose
6.55,0.82,0.78,0.19,rose
6.51,0.88,0.74,0.17,rose
5.8,0.84,0.76,0.13,rose
5.84,0.76,0.64,0.16,rose
6.44,0.82,0.64,0.2,rose
6.39,0.83,0.78,0.13,rose
6.72,0.84,0.72,0.23,rose
5.75,0.82,0.78,0.23,rose
6.01,0.88,0.72,0.24,rose
6.23,0.78,0.65,0.11,rose
6.51,0.89,0.71,0.21,rose
7.42,0.84,0.75,0.21,rose
6.21,0.84,0.74,0.22,rose
5.51,0.79,0.77,0.14,rose
5.56,0.83,0.79,0.25,rose
5.74,0.83,0.66,0.1,rose
6.82,0.81,0.8,0.21,rose
6.12,0.82,0.69,0.27,rose
7.47,0.75,0.6,0.28,rose
5.72,0.77,0.73,0.19,rose
5.99,0.76,0.75,0.12,rose
6.08,0.84,0.75,0.22,rose
6.87,0.82,0.7,0.1,rose
6.58,0.78,0.7,0.26,rose
6.76,0.76,0.72,0.12,rose
5.98,0.83,0.8,0.11,rose
5.58,0.87,0.72,0.27,rose
7.17,0.84,0.64,0.22,rose
7.04,0.83,0.62,0.25,rose
5.58,0.79,0.64,0.26,rose
5.64,0.85,0.65,0.19,rose
6.88,0.84,0.7,0.22,rose
7.07,0.87,0.78,0.13,rose
6.15,0.79,0.64,0.22,rose
6.51,0.8,0.76,0.2,rose
7.08,0.87,0.63,0.14,rose
6.64,0.87,0.7,0.2,rose
6.72,0.8,0.76,0.28,rose
7.05,0.78,0.69,0.15,rose
7.23,0.82,0.7,0.12,rose
7.22,0.8,0.73,0.28,rose
6.14,0.79,0.77,0.23,rose
7.44,0.88,0.64,0.26,rose
6.55,0.87,0.7,0.14,rose
5.87,0.85,0.79,0.25,rose
7.36,0.86,0.67,0.14,rose
6.41,0.78,0.62,0.21,rose
6.97,0.89,0.71,0.16,rose
6.5,0.77,0.73,0.17,rose
6.07,0.84,0.62,0.17,rose
6.28,0.88,0.74,0.15,rose
6.79,0.78,0.65,0.25,rose
5.63,0.82,0.63,0.18,rose
6.39,0.83,0.67,0.25,rose
6.68,0.88,0.71,0.16,rose
7.31,0.8,0.74,0.11,rose
5.83,0.77,0.61,0.28,rose
6.01,0.86,0.62,0.12,rose
7.2,0.77,0.62,0.16,rose
6.23,0.77,0.7,0.24,rose
7.24,0.76,0.67,0.14,rose
5.73,0.77,0.69,0.29,rose
6.0,0.81,0.71,0.16,rose
7.31,0.79,0.63,0.17,rose
7.32,0.82,0.79,0.13,rose
6.02,0.89,0.61,0.25,rose
5.75,0.85,0.79,0.14,rose
6.04,0.81,0.63,0.1,rose
7.34,0.81,0.73,0.23,rose
5.89,0.9,0.77,0.23,rose
6.24,0.77,0.73,0.26,rose
5.84,0.85,0.63,0.23,rose
6.86,0.78,0.7,0.15,rose
6.25,0.84,0.7,0.12,rose
6.34,0.87,0.76,0.28,rose
5.78,0.84,0.74,0.3,rose
5.58,0.83,0.74,0.15,rose
5.84,0.81,0.61,0.19,rose
6.45,0.87,0.79,0.25,rose
5.79,0.83,0.67,0.25,rose
5.53,0.81,0.4,0.17,marigold
6.55,0.81,0.4,0.23,marigold
6.62,0.89,0.44,0.27,marigold
5.53,0.87,0.4,0.22,marigold
6.78,0.75,0.53,0.23,marigold
6.16,0.78,0.44,0.21,marigold
6.91,0.86,0.59,0.3,marigold
5.98,0.85,0.59,0.21,marigold
6.65,0.76,0.6,0.15,marigold
6.14,0.76,0.59,0.12,marigold
6.47,0.78,0.41,0.12,marigold
6.2,0.83,0.47,0.17,marigold
6.54,0.87,0.55,0.1,marigold
6.57,0.79,0.58,0.14,marigold
6.62,0.76,0.41,0.27,marigold
5.95,0.81,0.44,0.14,marigold
5.88,0.8,0.51,0.18,marigold
5.7,0.8,0.55,0.14,marigold
6.84,0.85,0.55,0.28,marigold
6.98,0.89,0.58,0.14,marigold
6.83,0.82,0.57,0.11,marigold
6.25,0.75,0.53,0.23,marigold
5.55,0.81,0.45,0.18,marigold
6.56,0.87,0.53,0.18,marigold
6.57,0.78,0.43,0.19,marigold
5.57,0.81,0.52,0.27,marigold
5.8,0.88,0.58,0.26,marigold
6.19,0.81,0.51,0.21,marigold
5.97,0.8,0.42,0.23,marigold
5.85,0.84,0.55,0.17,marigold
6.57,0.84,0.46,0.19,marigold
6.37,0.88,0.46,0.11,marigold
5.84,0.85,0.56,0.23,marigold
6.78,0.77,0.51,0.1,marigold
5.52,0.8,0.41,0.19,marigold
5.5,0.89,0.56,0.29,marigold
6.86,0.83,0.46,0.14,marigold
5.59,0.9,0.52,0.11,marigold
6.15,0.77,0.49,0.18,marigold
5.69,0.89,0.46,0.18,marigold
5.74,0.77,0.52,0.22,marigold
6.68,0.8,0.58,0.18,marigold
5.54,0.76,0.47,0.23,marigold
6.97,0.86,0.52,0.11,marigold
5.72,0.76,0.52,0.18,marigold
6.85,0.82,0.49,0.18,marigold
6.16,0.79,0.59,0.12,marigold
6.46,0.76,0.55,0.17,marigold
6.92,0.77,0.56,0.17,marigold
6.21,0.84,0.56,0.11,marigold
5.8,0.88,0.57,0.29,marigold
6.49,0.83,0.47,0.23,marigold
5.56,0.77,0.48,0.18,marigold
6.7,0.79,0.4,0.23,marigold
6.21,0.81,0.5,0.23,marigold
6.94,0.89,0.42,0.12,marigold
6.33,0.88,0.43,0.24,marigold
5.68,0.82,0.48,0.14,marigold
6.83,0.86,0.48,0.21,marigold
6.35,0.76,0.45,0.11,marigold
6.76,0.82,0.56,0.16,marigold
5.88,0.89,0.53,0.14,marigold
6.84,0.81,0.47,0.11,marigold
6.51,0.84,0.55,0.11,marigold
6.79,0.89,0.44,0.22,marigold
6.52,0.76,0.47,0.11,marigold
6.7,0.77,0.5,0.27,marigold
6.15,0.79,0.47,0.23,marigold
5.76,0.79,0.58,0.14,marigold
6.99,0.79,0.57,0.1,marigold
6.82,0.84,0.57,0.14,marigold
6.05,0.79,0.48,0.26,marigold
5.85,0.83,0.54,0.13,marigold
5.85,0.84,0.49,0.13,marigold
6.81,0.77,0.4,0.28,marigold
6.23,0.87,0.48,0.16,marigold
5.67,0.79,0.56,0.18,marigold
6.26,0.76,0.57,0.14,marigold
5.91,0.8,0.41,0.28,marigold
5.64,0.88,0.58,0.2,marigold
6.59,0.75,0.5,0.23,marigold
6.09,0.84,0.46,0.14,marigold
6.81,0.85,0.59,0.15,marigold
6.09,0.79,0.49,0.3,marigold
5.67,0.82,0.6,0.29,marigold
6.89,0.83,0.5,0.21,marigold
5.76,0.81,0.41,0.16,marigold
6.05,0.79,0.47,0.29,marigold
5.85,0.79,0.47,0.29,marigold
5.91,0.84,0.53,0.14,marigold
5.75,0.86,0.44,0.18,marigold
5.78,0.88,0.45,0.3,marigold
6.35,0.77,0.6,0.27,marigold
6.55,0.82,0.4,0.22,marigold
5.55,0.85,0.41,0.22,marigold
6.15,0.76,0.48,0.11,marigold
5.53,0.85,0.53,0.11,marigold
5.51,0.86,0.41,0.29,marigold
6.53,0.85,0.51,0.12,marigold
5.97,0.9,0.45,0.17,marigold
6.12,0.83,0.44,0.26,marigold
5.59,0.77,0.45,0.17,marigold
6.16,0.9,0.5,0.27,marigold
6.64,0.8,0.54,0.17,marigold
6.57,0.77,0.42,0.25,marigold
6.22,0.82,0.48,0.26,marigold
5.69,0.83,0.58,0.16,marigold
6.06,0.81,0.49,0.24,marigold
6.84,0.87,0.41,0.12,marigold
5.52,0.79,0.4,0.13,marigold
6.07,0.87,0.45,0.18,marigold
5.51,0.85,0.5,0.2,marigold
6.0,0.88,0.48,0.22,marigold
6.42,0.79,0.45,0.19,marigold
5.79,0.81,0.48,0.18,marigold
6.17,0.76,0.44,0.24,marigold
6.59,0.78,0.41,0.28,marigold
6.75,0.82,0.59,0.22,marigold
5.75,0.88,0.43,0.19,marigold
6.34,0.85,0.5,0.21,marigold
5.77,0.8,0.58,0.25,marigold
6.15,0.77,0.59,0.27,marigold
6.43,0.84,0.57,0.2,marigold
6.84,0.83,0.59,0.12,marigold
6.52,0.85,0.59,0.2,marigold
5.5,0.79,0.5,0.21,marigold
6.04,0.89,0.47,0.16,marigold
6.47,0.82,0.5,0.14,marigold
6.45,0.78,0.47,0.13,marigold
6.09,0.75,0.41,0.25,marigold
6.01,0.82,0.44,0.23,marigold
6.28,0.82,0.54,0.14,marigold
6.21,0.77,0.51,0.3,marigold
6.44,0.83,0.58,0.25,marigold
6.64,0.88,0.58,0.18,marigold
6.2,0.86,0.54,0.29,marigold
6.35,0.87,0.43,0.21,marigold
6.32,0.87,0.4,0.11,marigold
5.63,0.83,0.52,0.15,marigold
6.95,0.75,0.59,0.1,marigold
5.92,0.89,0.44,0.27,marigold
6.47,0.87,0.58,0.25,marigold
5.87,0.77,0.52,0.19,marigold
5.71,0.88,0.42,0.19,marigold
5.71,0.78,0.57,0.23,marigold
6.93,0.81,0.41,0.17,marigold
6.64,0.86,0.56,0.12,marigold
5.95,0.89,0.56,0.21,marigold
6.92,0.83,0.49,0.26,marigold
5.81,0.83,0.57,0.3,marigold
6.82,0.8,0.6,0.15,marigold
6.1,0.82,0.41,0.26,marigold
5.76,0.85,0.51,0.24,marigold
6.7,0.77,0.57,0.27,marigold
6.69,0.88,0.43,0.22,marigold
6.74,0.81,0.5,0.22,marigold
6.74,0.85,0.59,0.15,marigold
6.18,0.77,0.59,0.1,marigold
6.8,0.85,0.52,0.22,marigold
5.9,0.8,0.51,0.25,marigold
6.82,0.78,0.41,0.18,marigold
5.86,0.82,0.49,0.26,marigold
6.51,0.86,0.49,0.25,marigold
6.45,0.75,0.6,0.18,marigold
5.88,0.81,0.49,0.13,marigold
5.74,0.81,0.58,0.17,marigold
5.67,0.82,0.54,0.21,marigold
5.94,0.86,0.49,0.16,marigold
6.68,0.85,0.51,0.14,marigold
6.55,0.86,0.59,0.19,marigold
5.79,0.9,0.43,0.1,marigold
6.55,0.78,0.57,0.25,marigold
6.46,0.85,0.57,0.11,marigold
6.96,0.78,0.54,0.21,marigold
5.5,0.79,0.59,0.13,marigold
6.43,0.75,0.57,0.19,marigold
6.72,0.76,0.58,0.25,marigold
5.88,0.89,0.55,0.28,marigold
5.84,0.78,0.47,0.17,marigold
6.84,0.8,0.56,0.24,marigold
5.81,0.79,0.46,0.3,marigold
6.74,0.86,0.47,0.11,marigold
6.11,0.9,0.51,0.27,marigold
5.8,0.87,0.53,0.18,marigold
5.79,0.89,0.46,0.17,marigold
6.1,0.84,0.43,0.28,marigold
5.86,0.79,0.54,0.11,marigold
6.31,0.77,0.52,0.29,marigold
5.71,0.87,0.57,0.28,marigold
6.52,0.89,0.54,0.12,marigold
6.44,0.77,0.57,0.13,marigold
6.38,0.77,0.5,0.15,marigold
5.82,0.75,0.48,0.28,marigold
6.74,0.82,0.58,0.11,marigold
6.86,0.87,0.48,0.14,marigold
6.92,0.8,0.5,0.13,marigold
6.42,0.79,0.41,0.24,marigold
6.4,0.86,0.59,0.15,marigold
6.2,0.82,0.41,0.3,marigold
6.3,0.76,0.48,0.25,marigold
6.31,0.75,0.59,0.2,marigold
6.21,0.83,0.4,0.14,marigold
6.87,0.8,0.5,0.17,marigold
6.15,0.86,0.49,0.27,marigold
5.77,0.85,0.4,0.23,marigold
6.93,0.89,0.49,0.12,marigold
5.86,0.89,0.44,0.22,marigold
6.51,0.77,0.5,0.17,marigold
5.75,0.79,0.45,0.23,marigold
6.29,0.89,0.58,0.22,marigold
6.35,0.8,0.42,0.26,marigold
6.47,0.88,0.55,0.18,marigold
5.59,0.76,0.59,0.28,marigold
6.71,0.78,0.56,0.14,marigold
6.18,0.8,0.53,0.3,marigold
5.82,0.79,0.42,0.17,marigold
5.72,0.84,0.47,0.14,marigold
6.62,0.79,0.52,0.2,marigold
6.02,0.79,0.58,0.19,marigold
6.82,0.88,0.58,0.12,marigold
6.36,0.81,0.49,0.25,marigold
6.94,0.84,0.58,0.12,marigold
5.91,0.86,0.45,0.23,marigold
6.81,0.9,0.59,0.11,marigold
5.5,0.8,0.49,0.1,marigold
6.54,0.78,0.42,0.16,marigold
6.83,0.84,0.49,0.23,marigold
6.03,0.78,0.55,0.28,marigold
5.54,0.89,0.41,0.29,marigold
6.14,0.86,0.53,0.1,marigold
6.9,0.81,0.42,0.28,marigold
6.73,0.78,0.59,0.17,marigold
6.71,0.75,0.44,0.18,marigold
6.89,0.77,0.6,0.27,marigold
6.15,0.79,0.53,0.18,marigold
6.56,0.77,0.55,0.28,marigold
6.62,0.9,0.49,0.23,marigold
6.26,0.76,0.51,0.15,marigold
5.93,0.83,0.44,0.17,marigold
6.52,0.77,0.6,0.18,marigold
6.64,0.8,0.42,0.25,marigold
6.18,0.82,0.58,0.17,marigold
6.74,0.89,0.46,0.28,marigold
6.89,0.78,0.6,0.12,marigold
5.98,0.76,0.41,0.12,marigold
6.07,0.8,0.41,0.27,marigold
6.83,0.9,0.52,0.16,marigold
5.93,0.8,0.42,0.24,marigold
6.44,0.84,0.52,0.14,marigold
6.67,0.84,0.46,0.12,marigold
6.96,0.85,0.42,0.21,marigold
6.86,0.85,0.57,0.24,marigold
6.11,0.86,0.49,0.11,marigold
6.29,0.78,0.57,0.17,marigold
5.6,0.81,0.47,0.13,marigold
5.53,0.82,0.41,0.23,marigold
5.75,0.78,0.44,0.14,marigold
5.59,0.75,0.45,0.19,marigold
5.9,0.9,0.54,0.28,marigold
6.97,0.78,0.55,0.14,marigold
5.95,0.8,0.55,0.17,marigold
6.41,0.76,0.52,0.19,marigold
6.06,0.82,0.43,0.29,marigold
6.54,0.86,0.53,0.14,marigold
6.23,0.77,0.54,0.13,marigold
6.99,0.87,0.46,0.23,marigold
6.51,0.88,0.49,0.2,marigold
5.56,0.81,0.4,0.18,marigold
5.65,0.81,0.54,0.26,marigold
6.86,0.82,0.5,0.29,marigold
6.13,0.83,0.54,0.21,marigold
6.64,0.78,0.49,0.21,marigold
5.95,0.78,0.43,0.24,marigold
6.29,0.78,0.48,0.14,marigold
6.74,0.89,0.46,0.14,marigold
6.37,0.84,0.58,0.18,marigold
6.46,0.89,0.57,0.11,marigold
6.42,0.76,0.59,0.25,marigold
6.85,0.75,0.44,0.14,marigold
5.94,0.8,0.5,0.15,marigold
6.76,0.82,0.44,0.15,marigold
6.87,0.87,0.5,0.25,marigold
6.16,0.83,0.56,0.13,marigold
5.66,0.83,0.5,0.13,marigold
6.97,0.83,0.56,0.19,marigold
6.66,0.81,0.46,0.25,marigold
6.68,0.87,0.42,0.24,marigold
6.02,0.8,0.55,0.23,marigold
6.6,0.87,0.49,0.11,marigold
5.7,0.88,0.55,0.28,marigold
6.82,0.9,0.45,0.17,marigold
6.07,0.82,0.59,0.27,marigold
5.6,0.82,0.52,0.11,marigold
5.88,0.77,0.49,0.22,marigold
6.89,0.87,0.55,0.19,marigold
6.05,0.78,0.56,0.27,marigold
6.58,0.79,0.49,0.14,marigold
6.54,0.75,0.54,0.23,marigold
6.91,0.76,0.49,0.13,marigold
5.6,0.77,0.56,0.25,marigold
6.06,0.82,0.56,0.27,marigold
6.43,0.87,0.47,0.26,marigold
6.63,0.82,0.44,0.25,marigold
6.62,0.86,0.48,0.23,marigold
6.26,0.83,0.52,0.29,marigold
5.52,0.84,0.5,0.24,marigold
6.47,0.89,0.44,0.18,marigold
5.69,0.84,0.58,0.23,marigold
6.84,0.9,0.55,0.26,marigold
6.91,0.77,0.45,0.15,marigold
6.36,0.76,0.41,0.17,marigold
6.41,0.8,0.58,0.29,marigold
6.52,0.85,0.56,0.11,marigold
5.87,0.85,0.54,0.3,marigold
5.82,0.78,0.42,0.11,marigold
5.95,0.83,0.46,0.13,marigold
6.03,0.79,0.6,0.1,marigold
5.77,0.78,0.4,0.19,marigold
6.92,0.81,0.5,0.22,marigold
5.76,0.9,0.45,0.17,marigold
7.0,0.83,0.49,0.14,marigold
6.41,0.89,0.45,0.19,marigold
5.58,0.87,0.51,0.12,marigold
6.8,0.87,0.5,0.25,marigold
5.84,0.85,0.51,0.1,marigold
6.48,0.8,0.45,0.27,marigold
5.52,0.9,0.51,0.12,marigold
5.58,0.82,0.59,0.24,marigold
6.66,0.8,0.55,0.26,marigold
6.44,0.85,0.51,0.25,marigold
6.03,0.82,0.45,0.23,marigold
6.79,0.84,0.55,0.11,marigold
6.99,0.87,0.6,0.15,marigold
6.09,0.84,0.5,0.26,marigold
6.67,0.82,0.58,0.15,marigold
6.86,0.87,0.5,0.12,marigold
6.19,0.76,0.55,0.24,marigold
5.85,0.87,0.46,0.22,marigold
6.47,0.78,0.58,0.17,marigold
6.69,0.89,0.51,0.28,marigold
6.24,0.81,0.54,0.23,marigold
6.12,0.76,0.46,0.24,marigold
6.31,0.88,0.43,0.22,marigold
6.17,0.78,0.53,0.21,marigold
6.82,0.79,0.45,0.28,marigold
5.83,0.86,0.47,0.14,marigold
6.02,0.84,0.51,0.16,marigold
6.72,0.85,0.47,0.27,marigold
6.19,0.82,0.4,0.24,marigold
6.29,0.75,0.4,0.25,marigold
6.41,0.85,0.5,0.23,marigold
6.44,0.81,0.54,0.28,marigold
6.48,0.83,0.41,0.28,marigold
6.89,0.88,0.41,0.14,marigold
5.82,0.86,0.49,0.14,marigold
6.02,0.85,0.42,0.1,marigold
5.85,0.88,0.53,0.28,marigold
6.62,0.9,0.57,0.28,marigold
6.81,0.82,0.45,0.18,marigold
6.6,0.82,0.45,0.26,marigold
6.66,0.78,0.48,0.22,marigold
6.66,0.81,0.57,0.25,marigold
6.21,0.85,0.59,0.11,marigold
6.86,0.78,0.58,0.3,marigold
6.43,0.85,0.48,0.18,marigold
5.7,0.9,0.56,0.18,marigold
5.67,0.78,0.52,0.29,marigold
6.55,0.78,0.49,0.22,marigold
6.34,0.86,0.56,0.12,marigold
6.88,0.78,0.44,0.22,marigold
6.55,0.9,0.57,0.15,marigold
5.85,0.89,0.51,0.21,marigold
6.39,0.82,0.52,0.28,marigold
5.91,0.8,0.48,0.29,marigold
6.33,0.86,0.54,0.16,marigold
6.8,0.86,0.4,0.1,marigold
5.88,0.87,0.4,0.23,marigold
6.62,0.78,0.45,0.19,marigold
6.95,0.82,0.53,0.18,marigold
6.53,0.75,0.43,0.2,marigold
6.08,0.8,0.57,0.27,marigold
6.9,0.78,0.55,0.15,marigold
6.62,0.79,0.56,0.12,marigold
5.58,0.84,0.59,0.16,marigold
6.72,0.84,0.59,0.11,marigold
6.54,0.79,0.44,0.21,marigold
6.27,0.79,0.58,0.18,marigold
6.61,0.88,0.46,0.21,marigold
6.05,0.77,0.59,0.16,marigold
6.25,0.82,0.59,0.25,marigold
5.96,0.75,0.46,0.12,marigold
5.6,0.85,0.42,0.11,marigold
5.63,0.76,0.55,0.17,marigold
6.57,0.79,0.49,0.14,marigold
6.08,0.88,0.53,0.25,marigold
6.85,0.78,0.46,0.19,marigold
6.91,0.83,0.55,0.22,marigold
